小说,盛开的樱花林下,[日] 坂口安吾, 九州出版社, 桜の森の満開の下,,, 2016-11, 216, 32.00元, 平装,, 9787510847691, 8.5 ,123,43.1,45.5,9.8,1.6,0.0
小说,雪中的印记,[英] 特蕾西·里斯, 广西科学技术出版社, Amy Snow,,, 2016-11-11, 432,, 平装,, 9787555106777, 9.1 ,125,50.4,39.2,10.4,0.0,0.0
小说,其实你没那么爱他,[美] 丽姿·塔西露[Liz Tuccillo], 江苏凤凰文艺出版社,,,, 2016-12, 304, 39.80, 平装,, 9787539995304, 9.8 ,89,91.0,4.5,3.4,0.0,1.1
小说,追踪者,青斗, 群言出版社,,,, 2016-10, 306, 35.00 元, 平装,, 9787519302085, 8.1 ,20,65.0,25.0,10.0,0.0,0.0
小说,当下四重奏,刘大任, 深圳报业集团出版社,,,, 2016-12, 208, 45.00, 精装,, 9787807097556, 9.5 ,87,73.6,19.5,4.6,1.1,1.1
小说,小说机杼,[英] 詹姆斯·伍德, 河南大学出版社, How Fiction Works,,, 2015-8-1, 183, 28.00元, 平装,上河·文化生活译丛, 9787564919771, 8.9 ,334,53.9,36.8,7.8,1.2,0.3
小说,巴托比症候群,[西班牙] 恩里克·比拉-马塔斯, 上海人民出版社, Bartleby y compañía,,, 2015-3, 274, 45.00元, 精装,, 9787208125131, 8.0 ,593,26.8,46.5,24.1,2.5,0.0
小说,天才的编辑,[美] A.司各特·伯格, 广西师范大学出版社,, 麦克斯·珀金斯与一个文学时代,, 2015-6, 584, 69.00元, 精装,, 9787549559299, 9.0 ,384,61.7,30.7,7.3,0.0,0.3
小说,你一生的故事,[美] 特德·姜, 译林出版社, Stories of Your Life and Others, 特德·姜科幻小说集,, 2015-5, 292, 36.00元, 精装,特德·姜科幻作品, 9787544752473, 8.7 ,4105,50.7,36.2,11.3,1.4,0.5
小说,奥克诺斯,[西班牙] 路易斯·塞尔努达, 人民文学出版社,,,, 2015-1, 162, 29.00元, 精装,, 9787020107018, 9.1 ,624,62.5,29.2,7.4,0.8,0.2
小说,活着为了讲述,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司, Vivir para contarla,,, 2016-4-1, 450, CNY 55.00, 精装,新经典文库:加西亚·马尔克斯作品, 9787544281584, 9.0 ,1133,64.8,27.1,7.3,0.4,0.4
小说,局外人,[法] 阿尔贝·加缪, 上海译文出版社, L&#39;Etranger,,, 2010-9, 128, 22.00元, 精装,译文经典（精装本）, 9787532751471, 9.0 ,19723,57.2,35.1,7.3,0.3,0.1
小说,天鹅绒监狱,[匈牙利] 米克洛什·哈拉兹蒂, 中央编译出版社, L’ ARTISTE D’ ETAT,,, 2015-10-1, 161, 38.00元, 平装,, 9787511727541, 8.1 ,555,34.4,42.7,20.5,1.3,1.1
小说,Stoner,John Williams, NYRB Classics,,,, 2006-6-20, 288, USD 14.95, Paperback,NYRB Classics, 9781590171998, 8.9 ,275,54.9,34.9,9.5,0.7,0.0
小说,Stoner,Williams John, Vintage Classics,, A Novel,, 2012-7-5, 320,, 平装,, 9780099561545, 9.2 ,129,65.1,27.1,7.8,0.0,0.0
小说,Stoner,John Williams, Vintage,, A Novel,, 2003-02-06, 288, USD 14.45, Paperback,, 9780099445098, 9.4 ,51,70.6,27.5,0.0,2.0,0.0
小说,史托納,約翰‧威廉斯, 啟明出版社, Stoner,,, 2014-11, 520, NT350, 平装,約翰‧威廉斯作品, 9789868856035, 8.0 ,15,66.7,20.0,13.3,0.0,0.0
小说,许三观卖血记,余华, 南海出版公司,,,, 1998-9, 269, 16.80元, 平装,余华作品, 9787544211765, 8.7 ,56120,45.5,44.3,9.8,0.3,0.1
小说,兄弟（上）,余华, 上海文艺出版社,,,, 2005-8, 256, 16.00元, 平装,兄弟, 9787532129027, 8.3 ,56110,37.2,44.1,16.3,1.9,0.5
小说,红楼梦,[清] 曹雪芹 著, 人民文学出版社,,,, 1996-12, 1606, 59.70元, 平装,中国古典文学读本丛书, 9787020002207, 9.5 ,112351,80.7,15.1,3.4,0.5,0.4
小说,边城,沈从文, 北岳文艺出版社,,,, 2002-4, 174, 12.00元, 平装,沈从文作品(插图本), 9787537823425, 8.6 ,63651,44.2,42.8,12.3,0.6,0.1
小说,黄金时代,王小波, 花城出版社,, 时代三部曲,, 1999-3, 375, 19.00元, 平装,王小波《时代三部曲》, 9787536025080, 8.8 ,52244,51.3,37.3,10.6,0.6,0.2
小说,倾城之恋,张爱玲, 花城出版社,,,, 1997-3-1, 284, 11.00, 平装,张爱玲作品集, 9787536023918, 8.5 ,82864,38.6,47.4,12.9,0.7,0.4
小说,活着,余华, 作家出版社,,,, 2010-10, 191, 15.00元, 平装,余华作品（2008版）, 9787506355957, 9.3 ,15389,70.1,26.0,3.6,0.2,0.1
小说,To Live,Yu Hua, Anchor,, A Novel,, 2003-8-26, 256, USD 15.00, Paperback,, 9781400031863, 8.2 ,42,31.0,40.5,28.6,0.0,0.0
小说,活着,余华, 上海文艺出版社,,,, 2004-5, 194, 13.00元, 平装,余华作品系列, 9787532125944, 9.1 ,73468,62.8,31.3,5.5,0.3,0.1
小说,刀锋,[英] 毛姆, 上海译文出版社, The Razor&#39;s Edge,,, 2007-3, 318, 18.00, 平装,译文名著文库, 9787532741922, 9.0 ,22308,58.4,34.0,7.1,0.4,0.1
小说,恶时辰,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司, La Mala Hora,,, 2013-3, 205, 29.50元, 精装,新经典文库:加西亚·马尔克斯作品, 9787544263931, 7.7 ,2835,18.1,53.9,26.1,1.6,0.2
小说,月亮和六便士,[英] 毛姆, 上海译文出版社, The Moon and Sixpence,,, 2009-10, 347, 32.00元, 精装,译文经典（精装本）, 9787532749003, 9.2 ,19848,64.2,30.4,5.0,0.3,0.1
